ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
263680_at	0.9709	0.91846078	0.108169	-6.806908	0.0197201	AT1G26930	F-box/kelch-repeat protein
252376_at	0.9709	0.9184936	0.108125	-6.806913	0.0287446	GLDH	L-galactono-1,4-lactone dehydrogenase
251801_at	0.9709	0.91849382	0.108125	-6.806913	0.0122644	TPI	triosephosphate isomerase
251501_at	0.9709	0.91857843	0.108012	-6.806928	0.0125919	AT3G59120	Cysteine/Histidine-rich C1 domain family protein
264075_at	0.971	0.91869444	0.107857	-6.806948	0.0137659	AT2G10850	pseudo
249106_at	0.971	0.91871015	0.107836	-6.806951	0.0194108	AT5G43670	sec23/sec24-like transport protein
256449_at	0.971	0.91878422	0.107737	-6.806964	0.0125238	AT1G33460	pseudo
246349_at	0.971	0.91885293	0.107646	-6.806976	0.0127477	AT1G51915	cryptdin-related protein
261939_at	0.971	0.918858	0.107639	-6.806976	0.0212702	COX6B	cytochrome C oxidase 6B
256644_at	0.971	0.91890756	0.107573	-6.806985	0.0148178	AT3G32300	pseudo
267329_at	0.9711	0.91904885	0.107385	-6.807009	0.0125931	AT2G19250	pseudo
256878_at	0.9713	0.91923905	-0.107131	-6.807042	-0.0133237	AT3G26460	polyketide cyclase/dehydrase and lipid transport superfamily protein
267551_at	0.9714	0.9193923	-0.106927	-6.807068	-0.0130837	UBP1	ubiquitin carboxyl-terminal hydrolase 1
254287_at	0.9714	0.91943075	-0.106876	-6.807075	-0.0125138	AT4G22960	hypothetical protein
260061_at	0.9714	0.91951852	0.106759	-6.80709	0.0155197	CDKD1;1	cyclin-dependent kinase D-1
267481_at	0.9715	0.91958462	-0.106671	-6.807101	-0.0143909	AT2G02780	probable LRR receptor-like serine/threonine-protein kinase
262620_at	0.9715	0.91969905	0.106518	-6.807121	0.0127471	AT1G06540	hypothetical protein
AFFX-r2-Bs-lys-M_at	0.9716	0.91982161	0.106355	-6.807142	0.01421		
258946_at	0.9717	0.91994302	0.106193	-6.807162	0.0282691	AT3G10650	nucleoporin NUP1
259827_at	0.9717	0.92000083	-0.106116	-6.807172	-0.0173697	AT1G72270	hypothetical protein
259861_at	0.9719	0.92024677	0.105788	-6.807214	0.0336606	AT1G80620	S15/NS1, RNA-binding protein
251486_at	0.9723	0.92062163	-0.105289	-6.807277	-0.0201646	AT3G59540///AT2G43460	60S ribosomal protein L38///60S ribosomal protein L38
257563_at	0.9723	0.92063438	0.105272	-6.807279	0.0139515	AT3G19610	hypothetical protein
265855_at	0.9724	0.9208598	0.104972	-6.807317	0.0125399	AT2G42390	protein kinase C substrate, heavy chain-like protein
265538_at	0.9724	0.92090412	-0.104913	-6.807325	-0.0167877	AT2G15860	hypothetical protein
254713_at	0.9724	0.92091226	0.104902	-6.807326	0.014559	AT4G18090	hypothetical protein
258703_at	0.9725	0.92100751	-0.104775	-6.807342	-0.0133889	AT3G09750	galactose oxidase/kelch repeat-like protein
259134_at	0.9725	0.9211736	0.104553	-6.80737	0.0138962	AT3G05390	hypothetical protein
252779_at	0.9725	0.92118357	-0.10454	-6.807372	-0.0129082	AT3G42990	hypothetical protein
264431_at	0.9725	0.92125751	-0.104442	-6.807384	-0.012652	AT1G61700	DNA-directed RNA polymerase subunit 10-like protein
257358_at	0.9725	0.92125783	0.104441	-6.807384	0.0125075	AT2G40990	probable protein S-acyltransferase 2
264413_s_at	0.9725	0.92128318	-0.104407	-6.807388	-0.0147	AT1G43290	pseudo
250491_at	0.9725	0.9213032	0.104381	-6.807392	0.0122844	AT5G09780	B3 domain-containing protein REM23
266262_at	0.9725	0.92135476	0.104312	-6.8074	0.014807	AT2G27590	S-adenosylmethionine-dependent methyltransferase domain-containing protein
248380_at	0.9725	0.92139345	-0.104261	-6.807407	-0.0221189	PGM	phosphoglucomutase
262750_at	0.9726	0.92147442	-0.104153	-6.80742	-0.0159924	AT1G28710	nucleotide-diphospho-sugar transferase family protein
265794_at	0.9728	0.92179257	0.103729	-6.807473	0.0154982	AT2G01310	hypothetical protein
247553_at	0.9728	0.92182459	-0.103686	-6.807478	-0.0135504	AGL8	agamous-like MADS-box protein AGL8
254853_at	0.9728	0.92183443	0.103673	-6.80748	0.0279654	AHL1	AT-hook motif nuclear-localized protein 1
264245_at	0.9728	0.9218414	0.103664	-6.807481	0.0118398	GolS7	galactinol synthase 7
256352_at	0.9728	0.92194436	-0.103527	-6.807498	-0.011941	PRP1	proline-rich protein 1
255097_at	0.9728	0.92198863	-0.103468	-6.807506	-0.0121097	AT4G08610	pseudo
254296_at	0.9729	0.92208958	0.103333	-6.807522	0.0144876	AT4G23090	hypothetical protein
259475_at	0.9729	0.92223032	-0.103146	-6.807546	-0.022793	AT1G19140	hypothetical protein
265944_at	0.9729	0.92224336	0.103128	-6.807548	0.0267166	ASHR2	histone-lysine N-methyltransferase ASHR2
245775_at	0.9729	0.9222584	-0.103108	-6.80755	-0.0176466	CIPK23	CBL-interacting serine/threonine-protein kinase 23
260904_at	0.973	0.9223314	-0.103011	-6.807562	-0.0257905	NIMIN1	protein NIM1-INTERACTING 1
266680_s_at	0.973	0.92243268	-0.102876	-6.807579	-0.0128816	OFP9///AT3G54730///AT2G19850	ovate family protein 9///hypothetical protein///hypothetical protein
247400_at	0.973	0.92254509	0.102726	-6.807598	0.0316963	AT5G62840	phosphoglycerate mutase family protein
267449_at	0.973	0.92259511	-0.10266	-6.807606	-0.0123019	AT2G33690	Late embryogenesis abundant protein, group 6
258642_at	0.973	0.92265206	0.102584	-6.807615	0.0146087	AT3G07910	hypothetical protein
249149_at	0.973	0.92265321	0.102582	-6.807615	0.0130686	ckl8	casein kinase I-like 8
262402_at	0.973	0.92265986	0.102574	-6.807616	0.0319568	TOM6	translocase of the outer mitochondrial membrane 6
257551_at	0.973	0.9226675	0.102563	-6.807618	0.0161433	AT3G13270	pseudo
246012_at	0.973	0.92270377	0.102515	-6.807624	0.0202516	AT5G10650	RING/U-box superfamily protein
256796_at	0.973	0.92278357	-0.102409	-6.807637	-0.0132023	AT3G22210	hypothetical protein
263708_at	0.973	0.92279025	-0.1024	-6.807638	-0.0127856	AT1G09320	agenet domain-containing protein
251961_at	0.973	0.9228027	0.102383	-6.80764	0.0188664	PPa4	pyrophosphorylase 4
249738_at	0.973	0.9229112	0.102239	-6.807658	0.0124749	AT5G24510	60S acidic ribosomal family protein
251294_at	0.9731	0.92299013	-0.102134	-6.807671	-0.0138752	MTPA1	zinc transporter (ZAT) family protein
246323_at	0.9732	0.92318085	-0.10188	-6.807702	-0.0232405	AT1G16690	Enhancer of polycomb-like transcription factor protein
262927_at	0.9732	0.92318482	0.101874	-6.807702	0.0188089	AT1G65810	P-loop containing nucleoside triphosphate hydrolases superfamily protein
257433_at	0.9732	0.92330449	-0.101715	-6.807722	-0.0121303	AT2G21990	hypothetical protein
246598_at	0.9732	0.9233372	-0.101671	-6.807727	-0.0175489	AT5G14850	Alg9-like mannosyltransferase family
253436_at	0.9732	0.92339624	0.101593	-6.807737	0.0116437	AT4G32470	Cytochrome bd ubiquinol oxidase
262773_at	0.9732	0.923594	0.101329	-6.807769	0.0191836	LINC2	protein CROWDED NUCLEI 2
248451_at	0.9732	0.9235996	0.101322	-6.80777	0.0114709	AT5G51180	alpha/beta-Hydrolases superfamily protein
250150_at	0.9732	0.92362368	0.10129	-6.807774	0.0194135	AT5G14710	proteasome assembly chaperone 3-domain protein
247676_at	0.9732	0.92368286	-0.101211	-6.807783	-0.0315226	AT5G59980	ribonuclease P subunit Rpp30
263706_s_at	0.9732	0.92368395	-0.10121	-6.807783	-0.0189757	IMD3///IMD1	3-isopropylmalate dehydrogenase 1///isopropylmalate dehydrogenase 1
255746_at	0.9732	0.92369521	0.101195	-6.807785	0.0146644	AT1G32020	F-box protein
254441_at	0.9732	0.92371753	0.101165	-6.807789	0.0131567	AT4G21050	Dof zinc finger protein DOF4.4
261665_at	0.9732	0.92373884	-0.101137	-6.807792	-0.0114141	AT1G18310	glycosyl hydrolase family 81 protein
254286_at	0.9732	0.92377455	-0.101089	-6.807798	-0.0123013	AGL19	agamous-like MADS-box protein AGL19
245140_at	0.9732	0.92379772	0.101058	-6.807802	0.0121041	LBD18	LOB domain-containing protein 18
250725_at	0.9733	0.92386948	-0.100963	-6.807813	-0.0117271	AT5G06400	pentatricopeptide repeat-containing protein
246407_at	0.9733	0.9239201	0.100895	-6.807822	0.0194786	AT1G57670	Toll-Interleukin-Resistance domain-containing protein
245611_at	0.9733	0.92404344	0.100731	-6.807842	0.0160561	AT4G14390	ankyrin repeat-containing protein
247998_at	0.9733	0.92404546	0.100728	-6.807842	0.0141866	AT5G56200	C2H2 type zinc finger transcription factor-like protein
262719_at	0.9734	0.92410891	0.100644	-6.807852	0.0116853	AT1G43590	pseudo
256280_at	0.9734	0.92416162	-0.100574	-6.807861	-0.011718	AT3G12590	hypothetical protein
261648_at	0.9734	0.9242508	0.100455	-6.807875	0.0832487	STZ	zinc finger protein STZ/ZAT10
245661_at	0.9734	0.92427255	-0.100426	-6.807878	-0.0222569	PUP3	purine permease 3
265447_at	0.9734	0.92432193	-0.10036	-6.807886	-0.0156454	LAC6	laccase 6
247264_at	0.9734	0.92439988	-0.100256	-6.807899	-0.011909	XND1	xylem NAC domain 1
246200_at	0.9737	0.92473667	0.099808	-6.807953	0.102845	AT4G37240	hypothetical protein
247187_at	0.9738	0.92488731	-0.099607	-6.807977	-0.0155237	AT5G65490	hypothetical protein
267567_at	0.9738	0.92491948	0.099564	-6.807982	0.0234735	CYP71A13	cytochrome P450, family 71, subfamily A, polypeptide 13
264272_at	0.9739	0.92496764	0.0995	-6.80799	0.0150949	NAC023	NAC domain containing protein 23
261786_at	0.9739	0.9250402	0.099404	-6.808001	0.0131863	CNGC7	cyclic nucleotide gated channel 7
261458_at	0.974	0.92522386	0.099159	-6.80803	0.0133755	AT1G21080	DNAJ heat shock N-terminal domain-containing protein
248800_at	0.9741	0.92534915	0.098992	-6.80805	0.0136607	RPS19	40S ribosomal protein S19
250693_at	0.9741	0.9254478	-0.098861	-6.808066	-0.0295024	UBP12	ubiquitin carboxyl-terminal hydrolase 12
263620_at	0.9741	0.9255316	-0.09875	-6.808079	-0.0148449		
253576_at	0.9741	0.92553951	0.098739	-6.80808	0.0142134	AT4G31070	pentatricopeptide repeat-containing protein
266741_s_at	0.9741	0.92554065	-0.098737	-6.808081	-0.0126304	AT2G03300///AT2G03030	Toll-Interleukin-Resistance domain-containing protein///Toll-Interleukin-Resistance domain-containing protein
245443_at	0.9742	0.92569784	-0.098528	-6.808105	-0.0116232	TPS02	terpene synthase 02
262143_at	0.9742	0.92570054	0.098525	-6.808106	0.0161583	AT1G52630	O-fucosyltransferase family protein
252656_at	0.9742	0.92576631	-0.098437	-6.808116	-0.0164656	AT3G44770	hypothetical protein
267609_at	0.9742	0.92582841	0.098354	-6.808126	0.0222276	AT2G26780	ARM repeat superfamily protein
256498_at	0.9742	0.92586599	-0.098304	-6.808132	-0.0114827	AT1G36670	pseudo
248225_at	0.9742	0.92596805	0.098168	-6.808148	0.0115362	AT5G53740	hypothetical protein
264047_at	0.9742	0.9260093	-0.098114	-6.808154	-0.0209771	SLO1	pentatricopeptide repeat protein SLO1
245851_at	0.9742	0.92604905	-0.098061	-6.808161	-0.0205667	KEG	E3 ubiquitin-protein ligase KEG
267239_at	0.9742	0.92605593	-0.098051	-6.808162	-0.0115128	AT2G02510	NADH dehydrogenase (ubiquinone)
252942_at	0.9742	0.92609626	0.097998	-6.808168	0.0166961	AT4G39300	hypothetical protein
254455_at	0.9742	0.92615221	0.097923	-6.808177	0.0283516	AT4G21140	hypothetical protein
260650_at	0.9742	0.92615348	-0.097922	-6.808177	-0.0140919	TOM2B	tobamovirus multiplication 2B protein
255440_at	0.9742	0.92615852	-0.097915	-6.808178	-0.0136003	AT4G02530	chloroplast thylakoid lumen protein
255417_at	0.9742	0.92619198	0.09787	-6.808183	0.0328679	GRH1	GRR1-like protein 1
257851_at	0.9743	0.92630015	-0.097726	-6.8082	-0.0138823	AT3G12940	hypothetical protein
252712_at	0.9743	0.92633033	0.097686	-6.808205	0.0332998	GSTU27	glutathione S-transferase tau 27
247310_at	0.9744	0.92652164	0.097432	-6.808235	0.0185918	CHR24	protein chromatin remodeling 24
262999_at	0.9745	0.92665718	-0.097251	-6.808256	-0.0140617	NAC020	NAC domain containing protein 20
265568_s_at	0.9746	0.92679235	-0.097071	-6.808277	-0.0124243	AT2G05560	pseudo
251209_at	0.9746	0.92685465	0.096988	-6.808286	0.0198373	AT3G62890	pentatricopeptide repeat-containing protein
265883_at	0.9747	0.92692752	-0.096891	-6.808298	-0.0109869	AT2G42310	hypothetical protein
262330_at	0.9747	0.9269968	0.096799	-6.808309	0.0137181	RLM1	TIR-NBS-LRR class disease resistance protein
262865_at	0.9747	0.92709568	-0.096667	-6.808324	-0.015989	CYP89A7	cytochrome P450, family 87, subfamily A, polypeptide 7
267327_at	0.9747	0.92716275	-0.096578	-6.808334	-0.0113662	AT2G19410	U-box domain-containing protein 34
261137_at	0.9747	0.92717646	-0.09656	-6.808336	-0.0187772	AT1G19830	SAUR-like auxin-responsive protein
265867_at	0.9747	0.92718993	-0.096542	-6.808338	-0.0223722	MEE11	protein maternal effect embryo arrest 11
251747_at	0.9747	0.92730634	-0.096387	-6.808356	-0.0130809	AT3G55670	hypothetical protein
244971_at	0.9747	0.92734788	0.096332	-6.808363	0.0119575	clpP	ATP-dependent Clp protease proteolytic subunit
252846_at	0.9747	0.92737178	-0.0963	-6.808366	-0.0109065	AT3G42160	pectinesterase-related protein
255399_at	0.9747	0.92738817	0.096278	-6.808369	0.0132517	AT4G03750	pseudo
247501_at	0.9748	0.92748514	-0.096149	-6.808384	-0.0116648	AT5G61920	protein FLX-like 4
262142_at	0.9748	0.92750654	-0.096121	-6.808387	-0.0110753	AT1G52640	pentatricopeptide repeat-containing protein
259171_at	0.9748	0.92756831	-0.096038	-6.808397	-0.0119486	AT3G03590	SWIB/MDM2 domain-containing protein
251364_at	0.9748	0.92766681	0.095907	-6.808412	0.012111	AT3G61300	C2 calcium/lipid-binding and phosphoribosyltransferase C-terminal domain-containing protein
263843_at	0.9748	0.92767407	0.095898	-6.808413	0.012827	AT2G37020	translin family protein
257445_x_at	0.9748	0.92768186	-0.095887	-6.808414	-0.011061	AT2G10390	pseudo
245630_at	0.9748	0.92777825	0.095759	-6.808429	0.0163849	AT1G25360	pentatricopeptide repeat-containing protein
266979_at	0.9748	0.92782492	-0.095697	-6.808436	-0.0134479	PPL2	PsbP-like protein 2
247245_at	0.975	0.9280056	-0.095456	-6.808464	-0.0108269	AT5G64720	cysteine-rich protein EC1.5
257195_at	0.975	0.92802702	0.095428	-6.808467	0.0117225	AT3G23680	putative F-box associated ubiquitination effector protein
259012_at	0.975	0.92806738	0.095374	-6.808473	0.0735363	PUB9	ARM domain-containing protein
252473_s_at	0.975	0.92811461	-0.095311	-6.80848	-0.0235819	AT5G14350///AT3G46610	pentatricopeptide repeat repeat-containing protein///pentatricopeptide repeat-containing protein
245312_at	0.975	0.9282175	0.095174	-6.808496	0.0183379	AT4G14600	Bet1-like protein
247437_at	0.975	0.92832467	0.095032	-6.808512	0.0117572	HVA22B	HVA22-like protein b
257498_at	0.975	0.92833417	0.095019	-6.808514	0.0137175	AT1G69660	TRAF-like family protein
246116_at	0.975	0.92841468	0.094912	-6.808526	0.0109161	AT5G20310	Adenine nucleotide alpha hydrolases-like superfamily protein
250336_at	0.975	0.92841634	-0.09491	-6.808526	-0.0144687	AT5G11720	glycosyl hydrolases family 31 protein
261404_at	0.975	0.92847219	0.094836	-6.808535	0.0187714	AT1G18690	putative glycosyltransferase 4
262776_at	0.975	0.92847771	0.094828	-6.808536	0.0204292	EIF4B2	eukaryotic initiation factor 4B2
264012_at	0.975	0.92851793	-0.094775	-6.808542	-0.0125369	AT2G21080	hypothetical protein
249584_s_at	0.975	0.92856699	-0.094709	-6.808549	-0.0120295	NIP4;2///NIP4;1	putative aquaporin NIP4-2///putative aquaporin NIP4-1
250652_at	0.975	0.92857582	0.094698	-6.80855	0.0113712	FLA21	FASCICLIN-like arabinogalactan protein 21 precursor
246476_at	0.975	0.92872389	-0.094501	-6.808573	-0.0226092	AT5G16730	hypothetical protein
259504_at	0.975	0.92879569	0.094405	-6.808584	0.0166926	AVP1	Pyrophosphate-energized vacuolar membrane proton pump 1
256480_at	0.975	0.92883774	-0.094349	-6.80859	-0.0152467	SAR1	suppressor of auxin resistance1 protein
263051_s_at	0.975	0.9288695	-0.094307	-6.808595	-0.0116241	AT2G04210	pseudo
267527_at	0.975	0.92890592	-0.094258	-6.8086	-0.0149169	AT2G45610	probable carboxylesterase 9
263719_at	0.975	0.92895576	0.094192	-6.808608	0.0293219	AT2G13600	protein SLOW GROWTH 2
251236_at	0.975	0.92898863	0.094148	-6.808613	0.0133548	AT3G62380	hypothetical protein
252371_at	0.975	0.92899239	0.094143	-6.808613	0.0109303	AT3G48070	RING/U-box domain-containing protein
264483_at	0.975	0.92911288	-0.093983	-6.808632	-0.0144639	AT1G77230	tetratricopeptide repeat-containing protein
264335_s_at	0.975	0.92911779	0.093976	-6.808632	0.0247124	UPL2///UPL1	ubiquitin-protein ligase 2///ubiquitin-protein ligase 1
244987_s_at	0.975	0.92912833	0.093962	-6.808634	0.0109092	rpl2///rpl2	50S ribosomal protein L2///50S ribosomal protein L2
245722_at	0.975	0.92916096	0.093919	-6.808639	0.0333719	AT1G73430	sec34-like protein
254312_s_at	0.975	0.92916841	-0.093909	-6.80864	-0.0121273	AT4G22450	pseudo
263215_at	0.9751	0.92927354	-0.093769	-6.808656	-0.0109405	AT1G30710	FAD-binding and BBE domain-containing protein
265460_at	0.9751	0.92939278	-0.093611	-6.808674	-0.0262823	AT2G46600	Calcium-binding EF-hand family protein
259634_at	0.9751	0.92940926	-0.093589	-6.808676	-0.0129938	AT1G56380	mitochondrial transcription termination factor family protein
256804_at	0.9751	0.92949119	-0.09348	-6.808688	-0.0117282	AT3G20920	translocation protein-related
250963_at	0.9751	0.92951764	-0.093444	-6.808692	-0.0129383	AT5G03000	putative F-box/kelch-repeat protein
255934_at	0.9751	0.92962383	-0.093303	-6.808708	-0.0105384	CYP87A2	cytochrome P450, family 87, subfamily A, polypeptide 2
265323_at	0.9751	0.92968316	0.093224	-6.808717	0.0109024	SYP112	syntaxin-112
257475_at	0.9751	0.92973304	-0.093158	-6.808724	-0.0229958	AT1G80880	pentatricopeptide repeat-containing protein
254685_at	0.9751	0.92974385	-0.093144	-6.808726	-0.0158921	AT4G13790	SAUR-like auxin-responsive protein
246365_at	0.9751	0.92980532	0.093062	-6.808735	0.0127908	AT1G39750	pseudo
254567_s_at	0.9751	0.92981849	0.093044	-6.808737	0.0110143	AT4G19340///AT4G19260	SCD6-related protein///kelch repeat-containing protein
259202_at	0.9751	0.92982103	-0.093041	-6.808738	-0.0129248	AT3G09100	mRNA capping enzyme family protein
253954_at	0.9751	0.92988382	-0.092957	-6.808747	-0.0255399	ACO2	aconitase 2
267433_at	0.9751	0.92991217	-0.09292	-6.808751	-0.0106155	PEX10	peroxin 10
251337_at	0.9751	0.92991692	-0.092913	-6.808752	-0.0105509	PBF1	proteasome subunit beta type-1
266159_at	0.9753	0.93014191	-0.092614	-6.808785	-0.0111094	AT2G28030	aspartyl protease-like protein
245192_at	0.9754	0.93026456	0.092451	-6.808803	0.0117803	AT1G67780	zinc-finger domain of monoamine-oxidase A repressor R1 protein
261507_at	0.9756	0.93048326	0.09216	-6.808836	0.0150771	AT1G71720	rbcL RNA S1-binding domain protein
251632_at	0.9756	0.93054208	0.092082	-6.808844	0.0173216	AT3G57440	hypothetical protein
256928_at	0.9756	0.93057988	-0.092031	-6.80885	-0.0106333	PHP	protein PLANT HOMOLOGOUS TO PARAFIBROMIN
256412_at	0.9756	0.93061478	0.091985	-6.808855	0.0189595	ELO1	elongator complex protein 4
255067_at	0.9756	0.93071389	0.091853	-6.80887	0.0159976	AT4G08960	phosphotyrosyl phosphatase activator (PTPA) family protein
266698_at	0.9756	0.93073194	0.091829	-6.808872	0.0179232	SNF7.2	vacuolar protein sorting-associated protein 32-1
261475_at	0.9756	0.9307664	0.091783	-6.808877	0.0121987	AT1G14550	peroxidase 5
261763_at	0.9756	0.93079469	0.091746	-6.808881	0.0207577	PDR12	ABC transporter G family member 40
256996_at	0.9756	0.93080669	0.09173	-6.808883	0.0103728	AT3G25850	Cysteine/Histidine-rich C1 domain family protein
257968_at	0.9756	0.93082217	-0.091709	-6.808885	-0.021876	AT3G27550	RNA-binding CRS1 / YhbY (CRM) domain protein
259188_at	0.9756	0.93091095	-0.091591	-6.808899	-0.011651	LSF1	phosphoglucan phosphatase LSF1
262461_at	0.9756	0.9309716	-0.09151	-6.808907	-0.0209661	VIIIA	myosin VIIIA
259714_at	0.9756	0.93099942	-0.091473	-6.808911	-0.0135601	GA20OX4	gibberellin 20-oxidase 4
256202_s_at	0.9756	0.93103022	-0.091432	-6.808916	-0.0103784	AT1G50780///AT1G48150	2Fe-2S ferredoxin-like protein///MADS-box transcription factor family protein
258115_at	0.9756	0.93112617	-0.091305	-6.80893	-0.0118545	AT3G14670	hypothetical protein
256507_at	0.9756	0.93120573	-0.091199	-6.808942	-0.0236491	AT1G75150	hypothetical protein
263414_at	0.9756	0.9312154	0.091186	-6.808943	0.0118989	AT2G21230	Basic-leucine zipper (bZIP) transcription factor family protein
256047_at	0.9756	0.93123374	-0.091162	-6.808946	-0.0159253	AT1G07060	protein DSB formation
